"Family.Name","scientificName"
"5650","Salicaceae","Salix glauca ssp. glauca"
"5705","Salicaceae","Salix wolfii"
"5709","Saxifragaceae","Heuchera bracteata"
"5735","Saxifragaceae","Mitella pentandra"
"5739","Saxifragaceae","Parnassia fimbriata var. fimbriata"
"5744","Saxifragaceae","Parnassia kotzebuei"
"5745","Saxifragaceae","Saxifraga hirculus ssp. coloradensis"
"5757","Saxifragaceae","Saxifraga adscendens ssp. oregonensis"
"5788","Saxifragaceae","Saxifraga flagellaris ssp. crandallii"
"5799","Saxifragaceae","Saxifraga foliolosa"
"5847","Saxifragaceae","Sullivantia hapemanii var. purpusii"
"5848","Saxifragaceae","Telesonix jamesii"
"5863","Scrophulariaceae","Castilleja linariifolia"
"5864","Scrophulariaceae","Castilleja lineata"
"5950","Scrophulariaceae","Linaria vulgaris"
"6025","Scrophulariaceae","Penstemon crandallii ssp. crandallii"
"6030","Scrophulariaceae","Penstemon glaber var. alpinus"
"6044","Scrophulariaceae","Penstemon strictus"
"6082","Scrophulariaceae","Veronica americana"
"6104","Sparganiaceae","Sparganium angustifolium"
"6107","Sparganiaceae","Sparganium natans"
"6108","Urticaceae","Urtica dioica ssp. gracilis"
"6120","Valerianaceae","Valeriana edulis var. edulis"
"6127","Valerianaceae","Valeriana occidentalis"
"6141","Violaceae","Viola nuttallii"
"6157","Boraginaceae","Mertensia ciliata var. ciliata"
"6166","Apiaceae","Oreoxis humilis"
"6185","Menyanthaceae","Menyanthes trifoliata"
"6212","Onagraceae","Epilobium lactiflorum"
"6223","Cyperaceae","Carex gynocrates"
"6225","Dryopteridaceae","Woodsia oregana ssp. cathcartiana"
"6226","Fabaceae","Trifolium parryi ssp. salictorum"
"6228","Potamogetonaceae","Potamogeton epihydrus"
"6238","Cyperaceae","Carex xerantica"
"6253","Primulaceae","Androsace chamaejasme ssp. carinata"
"6262","Poaceae","Elymus glaucus ssp. glaucus"
"6289","Poaceae","Bromus hordeaceus ssp. hordeaceus"
"6295","Scrophulariaceae","Veronica serpyllifolia ssp. humifusa"
"6296","Poaceae","Leucopoa kingii"
"6303","Brassicaceae","Draba spectabilis var. spectabilis"
"6335","Caprifoliaceae","Sambucus racemosa var. racemosa"
"6358","Pinaceae","Abies lasiocarpa var. lasiocarpa"
"6413","Poaceae","Poa annua"
"6433","Iridaceae","Iris missouriensis"
"6493","Caryophyllaceae","Silene menziesii"
"6515","Rosaceae","Potentilla pensylvanica var. pensylvanica"
"6516","Poaceae","Festuca scabrella"
"6537","Rosaceae","Geum macrophyllum var. perincisum"
"6632","Saxifragaceae","Saxifraga caespitosa ssp. delicatula"
"6643","Ranunculaceae","Actaea rubra ssp. arguta"
"6644","Dryopteridaceae","Cystopteris tenuis"
"6728","Liliaceae","Allium geyeri var. tenerum"
"6744","Brassicaceae","Rorippa teres"
"6770","Cyperaceae","Carex brunnescens ssp. sphaerostachya"
"6787","Berberidaceae","Mahonia repens"
"6800","Cyperaceae","Eriophorum angustifoluim ssp. scabriusculum"
"6831","Asteraceae","Heliomeris multiflora var. multiflora"
"6919","Juncaceae","Juncus longistylis"
"6928","Asteraceae","Symphyotrichum foliaceum"
"6930","Asteraceae","Tragopogon porrifolius"
"6999","Fabaceae","Astragalus cicer"
"7117","Polemoniaceae","Phlox multiflora"
"7232","Scrophulariaceae","Mimulus gemmiparus"
"7234","Poaceae","Ptilagrostis porteri"
"7244","Asteraceae","Arnica chamissonis ssp. foliosa"
"7259","Polygonaceae","Eriogonum umbellatum"
"7267","Polygonaceae","Eriogonum flavum var. flavum"
"7286","Rosaceae","Potentilla gracilis var. fastigiata"
"7323","Fabaceae","Trifolium kingii ssp. kingii"
"7357","Caprifoliaceae","Symphoricarpos rotundifolius"
"7364","Fabaceae","Trifolium kingii var. kingii"
"7385","Chenopodiaceae","Chenopodium atrovirens"
"7399","Orobanchaceae","Orobanche uniflora"
"7483","Fabaceae","Trifolium pratense"
"7497","Asteraceae","Agoseris glauca var. glauca"
"7501","Salicaceae","Salix glauca var. villosa"
"7555","Poaceae","Calamagrostis canadensis var. canadensis"
"7577","Liliaceae","Allium cernuum"
"7579","Scrophulariaceae","Besseya plantaginea"
"7595","Asteraceae","Erigeron formosissimus var. viscidus"
"7599","Apiaceae","Cymopterus montanus"
"7600","Fabaceae","Astragalus tenellus"
"7622","Chenopodiaceae","Chenopodium overi"
"7649","Brassicaceae","Cardamine cordifolia var. cordifolia"
"7655","Polygonaceae","Rumex paucifolius"
"7678","Orchidaceae","Platanthera aquilonis"
"7696","Fabaceae","Astragalus eucosmus"
"7697","Fabaceae","Oxytropis monticola"
"7714","Asteraceae","Senecio fremontii ssp. blitoides"
"7745","Brassicaceae","Boechera drepanoloba"
"7769","Salicaceae","Salix brachycarpa var. brachycarpa"
"7791","Poaceae","Poa arida"
"7813","Poaceae","Bromus inermis ssp. pumpellianus"
"7825","Brassicaceae","Descurainia kenheilii"
"7841","Brassicaceae","Lepidium ramosissimum"
"7863","Saxifragaceae","Micranthes rhomboidea"
"7880","Polygonaceae","Oxyria digyna ssp. coloradensis"
"7888","Lycopodiaceae","Huperzia haleakalae"
"7901","Salicaceae","Salix arctica petraea"
"7902","Salicaceae","Salix brachycarpa bracycarpa"
"7919","Cyperaceae","Carex jonesii"
"7927","Poaceae","Melica spectabilis"
"7932","Poaceae","Festuca saximontana purpusiana"
"7937","Poaceae","Vahlodea atropurpurea var. latifolia"
"7943","Fumariaceae","Corydalis aurea ssp. occidentalis"
"7953","Apiaceae","Cymopterus anisatus"
"7954","Jungermanniaceae","Barbilophozia lycopodioides"
"7960","Jungermanniaceae","Lophozia incisa"
"7961","Geocalycaceae","Lophocolea minor"
"7962","Poaceae","Poa fendleriana ssp. fenderiana"
"7967","Geocalycaceae","Chiloscyphus polyanthos var. rivularis"
"7976","Fabaceae","Astragalus australis var. glabriusculus"
"7977","Fabaceae","Astragalus multiflorus"
"7983","Geocalycaceae","Chiloscyphus polyanthos var. fragilis"
"7984","Geocalycaceae","Chiloscyphus polyanthos"
"7985","Jungermanniaceae","Jungermannia rubra"
"7987","Jungermanniaceae","Barbilophozia hatcheri"
"7990","Ricciaceae","Riccia sorocarpa"
"7992","Jungermanniaceae","Tritomaria exsecta"
"7993","Scrophulariaceae","Penstemon angustifolius var. caudatus"
"7994","Antheliaceae","Anthelia juratzkana"
"7996","Brassicaceae","Rorippa curvipes var. curvipes"
"7997","Scapaniaceae","Scapania undulata"
"7999","Jungermanniaceae","Jungermannia pumila"
"8000","Scapaniaceae","Scapania irrigua"
"8004","Jungermanniaceae","Lophozia wenzelii"
"8008","Gymnomitriaceae","Gymnomitrion corallioides"
"8009","Jungermanniaceae","Gymnocolea inflata"
"8013","Jungermanniaceae","Tritomaria polita"
"8014","Jungermanniaceae","Jungermannia exsertifolia ssp. cordifolia"
"8016","Cephaloziellaceae","Cephaloziella hampeana"
"8018","Calypogeiaceae","Calypogeia suecica"
"8019","Pinaceae","Abies lasiocarpa var. arizonica"
"8024","Scrophulariaceae","Penstemon teucrioides"
"8025","Jungermanniaceae","Lophozia ascendens"
"8026","Scrophulariaceae","Penstemon rydbergii var. rydbergii"
"8040","Pseudolepicoleaceae","Blepharostoma trichophyllum"
"8041","Marchantiaceae","Marchantia polymorpha"
"8051","Pelliaceae","Pellia endiviifolia"
"8052","Jungermanniaceae","Jungermannia sphaerocarpa"
"8064","Cleveaceae","Clevea hyalina"
"8072","Cyperaceae","Bolboschoenus maritimus ssp. paludosus"
"8075","Pinaceae","Picea engelmannii var. engelmannii"
"8076","Pinaceae","Picea pungens"
"8090","Scrophulariaceae","Penstemon strictiformis"
"8093","Jungermanniaceae","Lophozia longidens"
"8094","Jungermanniaceae","Lophozia ventricosa"
"8098","Plantaginaceae","Besseya plantaginea"
"8101","Orobanchaceae","Castilleja occidentalis"
"8104","Orobanchaceae","Pedicularis sudetica ssp. scopulorum"
"8107","Caryophyllaceae","Silene drummondii var. drummondii"
"8121","Ranunculaceae","Ranunculus hyperboreus"
"8133","Cyperaceae","Carex heteroneura"
"8137","Apiaceae","Ligusticum tenuifolium"
"8153","Caryophyllaceae","Eremogone fendleri"
"8154","Plantaginaceae","Veronica americana"
"8195","Brassicaceae","Draba porsildii"
"8258","Poaceae","Festuca hallii"
"8260","Ophioglossaceae","Botrychium simplex"
"8262","Ophioglossaceae","Botrychium lanceolatum"
"8271","Ophioglossaceae","Botrychium hesperium"
"8273","Plantaginaceae","Callitriche palustris"
"8281","Caryophyllaceae","Dianthus sylvestris"
"8286","Brassicaceae","Draba cana"
"8291","Brassicaceae","Draba crassifolia var. crassifolia"
"8308","Asteraceae","Ericameria linearis"
"8311","Polemoniaceae","Aliciella pinnatifida"
"8317","Caprifoliaceae","Valeriana acutiloba"
"8319","Papaveraceae","Papaver radicatum ssp. kluanensis"
"8323","Apiaceae","Ligusticum filicinum"
"8333","Asteraceae","Antennaria pulcherrima"
"8337","Polygonaceae","Eriogonum umbellatum var. porteri"
"8338","Polygonaceae","Eriogonum flavum"
"8349","Brassicaceae","Noccaea fendleri ssp. glauca"
"8351","Asteraceae","Pyrrocoma uniflora var. uniflora"
"8354","Juncaceae","Juncus alpinoarticulatus"
"8357","Juncaginaceae","Triglochin palustris"
"8360","Cyperaceae","Carex concinna"
"8362","Juncaceae","Juncus triglumis var. albescens"
"8368","Asteraceae","Cirsium eatonii var. eriocephalum"
"8377","Orobanchaceae","Pedicularis parryi"
"8382","Polemoniaceae","Polemonium occidentale var. occidentale"
"8385","Plantaginaceae","Penstemon hallii"
"8395","Asteraceae","Artemisia borealis ssp. borealis"
"8401","Brassicaceae","Erysimum capitatum var. argillosum"
"8404","Caprifoliaceae","Valeriana edulis var. edulis"
"8408","Salicaceae","Salix arctica var. petraea"
"8409","Salicaceae","Salix cascadensis"
"8412","Plantaginaceae","Penstemon whippleanus"
"8418","Melanthiaceae","Zigadenus elegans"
"8430","Orobanchaceae","Pedicularis parryi var. mogollonica"
"8438","Violaceae","Viola renifolia var. brainerdii"
"8439","Phrymaceae","Mimulus guttatus"
"8453","Pinaceae","Abies arizonica"
"8456","Colchicaceae","Streptopus amplexifolius"
"8457","Rosaceae","Rosa woodsii var. ultramontana"
"8471","Onagraceae","Epilobium hornemannii var. hornemannii"
"8474","Caprifoliaceae","Lonicera involucrata var. involucrata"
"8484","Boraginaceae","Phacelia sericea var. sericea"
"8502","Fabaceae","Trifolium parryi var. parryi"
"8504","Caprifoliaceae","Valeriana occidentalis"
"8508","Poaceae","Phleum alpinum var. alpinum"
"8519","Liliaceae","Lloydia serotina var. serotina"
"8530","Orobanchaceae","Castilleja miniata var. miniata"
"8541","Caryophyllaceae","Stellaria longipes var. longipes"
"8567","Salicaceae","Salix reticulata var. nana"
"8572","Poaceae","Poa glauca var. rupicola"
"8579","Poaceae","Festuca saximontana var. purpusiana"
"8593","Rosaceae","Potentilla anserina"
"8595","Ranunculaceae","Ranunculus sceleratus var. multifidus"
"8599","Rubiaceae","Galium trifidum var. subbiflorum"
"8600","Amaranthaceae","Chenopodium capitatum var. parvicapitatum"
"8604","Poaceae","Elymus trachycaulus var. trachycaulus"
"8609","Plantaginaceae","Penstemon procerus var. procerus"
"8610","Asparagaceae","Maianthemum stellatum"
"8611","Polygonaceae","Rheum rhabarbarum"
"8621","Orobanchaceae","Pedicularis racemosa var. alba"
"8635","Alliaceae","Allium geyeri var. tenerum"
"8641","Rosaceae","Geum triflorum var. ciliatum"
"8646","Orobanchaceae","Castilleja rhexifolia"
"8659","Rosaceae","Rubus idaeus var. aculeatissimus"
"8665","Fabaceae","Oxytropis deflexa var. sericea"
"8667","Poaceae","Elymus elymoides var. brevifolius"
"8675","Fabaceae","Trifolium longipes var. reflexum"
"8701","Brassicaceae","Boechera spatifolia"
"8702","Plantaginaceae","Penstemon crandallii ssp. crandallii"
"8711","Ericaceae","Moneses uniflora"
"8712","Salicaceae","Salix reticulata var. reticulata"
"8751","Ericaceae","Orthilia secunda"
"8807","Asteraceae","Symphyotrichum spathulatum var. spathulatum"
"8814","Plantaginaceae","Veronica serpyllifolia var. humifusa"
"8821","Asteraceae","Erigeron formosissimus var. formosissimus"
"8837","Asteraceae","Leucanthemum vulgare"
"8840","Pinaceae","Pinus ponderosa var. scopulorum"
"8934","Poaceae","Poa cusickii var. pallida"
"8938","Cyperaceae","Carex nova var. pelocarpa"
"8963","Brassicaceae","Boechera lemmonii var. lemmonii"
"8981","Rosaceae","Potentilla hippiana × Potentilla gracilis var. pulcherrima"
"8990","Gentianaceae","Gentianella amarella var. acuta"
"9000","Phrymaceae","Mimulus glabratus var. jamesii"
"9004","Brassicaceae","Rorippa alpina"
"9013","Gentianaceae","Gentianopsis detonsa var. elegans"
"9024","Orobanchaceae","Castilleja angustifolia var. dubia"
"9043","Orobanchaceae","Pedicularis bracteosa var. paysoniana"
"9073","Boraginaceae","Phacelia glandulosa"
"9084","Melanthiaceae","Veratrum californicum"
"9124","Poaceae","Alopecurus geniculatus"
"9128","Cyperaceae","Carex microptera var. microptera"
"9165","Poaceae","Elymus albicans"
"9222","Poaceae","Alopecurus pratensis"
"9241","Poaceae","Elymus glaucus var. glaucus"
"9345","Poaceae","Phleum pratense var. pratense"
"9354","Boraginaceae","Phacelia heterophylla var. heterophylla"
"9363","Poaceae","Elymus hispidus var. hispidus"
"9367","Amaranthaceae","Chenopodium atrovirens"
"9498","Cyperaceae","Carex atrosquama"
"9508","Cyperaceae","Carex praegracilis"
"9543","Rosaceae","Dryas hookeriana"
"9572","Fabaceae","Thermopsis montana var. montana"
"9577","Juncaceae","Juncus ensifolius var. montanus"
"9591","Poaceae","Elymus lanceolatus var. riparius"
"9606","Rosaceae","Rosa sayi"
"9642","Saxifragaceae","Saxifraga flagellaris var. crandallii"
"9649","Rosaceae","Potentilla nivea var. nivea"
"9650","Asteraceae","Hieracium triste"
"9746","Orobanchaceae","Pedicularis procera"
"9812","Saxifragaceae","Saxifraga cespitosa var. delicatula"
"9861","Berberidaceae","Berberis repens"
"9869","Asteraceae","Taraxacum erythrospermum"
"9894","Betulaceae","Alnus incana var. occidentalis"
"9895","Boraginaceae","Hydrophyllum fendleri var. fendleri"
"9952","Adoxaceae","Sambucus nigra ssp. cerulea"
"10006","Cyperaceae","Carex duriuscula"
"10043","Salicaceae","Salix geyeriana var. geyeriana"
"10045","Plantaginaceae","Penstemon crandallii ssp. glabrescens"
"10055","Orobanchaceae","Orobanche fasciculata"
"10078","Ranunculaceae","Ranunculus uncinatus"
"10159","Brassicaceae","Rorippa curvipes var. integra"
"10166","Brassicaceae","Capsella bursa-pastoris"
"10192","Asteraceae","Erigeron caespitosus"
"10631","Asteraceae","Erigeron nivalis"
"10690","Alliaceae","Allium geyeri var. geyeri"
"10786","Asteraceae","Erigeron divergens"
"10808","Polygonaceae","Rumex californicus"
"10813","Fabaceae","Astragalus bodinii"
"10817","Brassicaceae","Lepidium ramosissimum var. bourgeauanum"
"10821","Fabaceae","Oxytropis lambertii var. lambertii"
"10844","Malvaceae","Sidalcea candida var. candida"
"10854","Polemoniaceae","Ipomopsis aggregata ssp. formosissima"
"10904","Polygonaceae","Polygonum sawatchense"
"10916","Asteraceae","Heterotheca villosa var. pedunculata"
"10917","Plantaginaceae","Penstemon strictus"
"10918","Poaceae","Achnatherum nelsonii ssp. dorei"
"10924","Asteraceae","Artemisia ludoviciana var. incompta"
"10933","Asteraceae","Erigeron acris var. kamschaticus"
"11091","Onagraceae","Epilobium ciliatum var. glandulosum"
"11116","Asteraceae","Erigeron subtrinervis"
"11123","Boraginaceae","Lappula occidentalis var. occidentalis"
"11154","Fabaceae","Astragalus hallii var. hallii"
"11169","Fabaceae","Lupinus argenteus var. laxiflorus"
"11294","Alliaceae","Allium cernuum"
"11305","Orobanchaceae","Castilleja integra var. integra"
"11312","Fabaceae","Oxytropis campestris var. spicata"
"11313","Asteraceae","Ericameria parryi var. attenuata"
"11336","Poaceae","Calamagrostis stricta"
"11338","Cyperaceae","Carex canescens var. canescens"
"11350","Plantaginaceae","Callitriche hermaphroditica"
"11355","Asteraceae","Cirsium scariosum var. coloradense"
"11401","Brassicaceae","Rorippa palustris var. fernaldiana"
"11515","Cyperaceae","Carex aquatilis var. minor"
"11577","Asteraceae","Arnica cordifolia × Arnica latifolia"
"11579","Rosaceae","Rubus parviflorus var. parviflorus"
"11598","Poaceae","Nassella viridula"
"11601","Primulaceae","Primula pauciflora var. pauciflora"
"11660","Violaceae","Viola adunca var. adunca"
"11681","Ranunculaceae","Anemone patens var. multifida"
"11684","Rosaceae","Potentilla concinna var. bicrenata"
"11762","Caprifoliaceae","Valeriana acutiloba var. acutiloba"
"11808","Boraginaceae","Myosotis alpestris"
"11866","Orobanchaceae","Pedicularis parryi var. parryi"
"12006","Asteraceae","Artemisia norvegica var. saxatilis"
"12059","Polygonaceae","Eriogonum arcuatum var. xanthum"
"12290","Brassicaceae","Draba porsildii var. porsildii"
"12305","Saxifragaceae","Saxifraga cespitosa var. minima"
"12344","Cyperaceae","Carex nova var. nova"
"12349","Brassicaceae","Descurainia nelsonii"
"12445","Parnassiaceae","Parnassia kotzebuei"
"12479","Orobanchaceae","Castilleja puberula"
"12508","Dryopteridaceae","Woodsia scopulina ssp. laurentiana"
"12526","Rosaceae","Fragaria vesca"
"12587","Asteraceae","Agoseris parviflora"
"12612","Poaceae","Poa arctica ssp. aperta"
"12705","Saxifragaceae","Saxifraga adscendens var. oregonensis"
"12723","Boraginaceae","Phacelia sericea var. ciliosa"
"12739","Poaceae","Alopecurus magellenicus"
"12810","Parnassiaceae","Parnassia fimbriata var. fimbriata"
"12812","Brassicaceae","Barbarea orthoceras"
"12833","Apiaceae","Carum carvi"
"12938","Juncaceae","Juncus triglumis var. triglumis"
"13040","Asteraceae","Packera paupercula"
"13065","Caryophyllaceae","Stellaria crassifolia"
"13106","Liliaceae","Erythronium grandiflorum var. grandiflorum"
"13120","Typhaceae","Sparganium natans"
"13147","Poaceae","Podagrostis humilis"
"13148","Potamogetonaceae","Potamogeton alpinus"
"13320","Rosaceae","Drymocallis fissa"
"13322","Dryopteridaceae","Woodsia scopulina ssp. scopulina"
"13485","Ericaceae","Pyrola chlorantha"
"13580","Cyperaceae","Carex pachystachya"
"13623","Ranunculaceae","Ranunculus jovis"
"13715","Fabaceae","Astragalus agrestis"
"13752","Boraginaceae","Hydrophyllum capitatum var. capitatum"
"13761","Apiaceae","Cymopterus planosus"
"13763","Fabaceae","Astragalus flexuosus var. flexuosus"
"13765","Boraginaceae","Mertensia brevistyla"
"13772","Poaceae","Melica bulbosa"
"13779","Caryophyllaceae","Eremogone congesta var. congesta"
"13791","Saxifragaceae","Lithophragma glabrum var. ramulosum"
"13906","Salicaceae","Salix wolfii var. wolfii"
"13917","Juncaceae","Juncus arcticus var. balticus"
"13936","Polemoniaceae","Phlox hoodii"
"14074","Cyperaceae","Carex brunnescens var. brunnescens"
"14081","Polygonaceae","Eriogonum umbellatum var. dichrocephalum"
"14105","Fabaceae","Lupinus argenteus var. argenteus"
"14148","Nymphaeaceae","Nuphar polysepala"
"14334","Brassicaceae","Draba lonchocarpa var. lonchocarpa"
"14455","Polygonaceae","Eriogonum jamesii var. jamesii"
"14525","Fabaceae","Lupinus argenteus var. utahensis"
"14749","Rosaceae","Potentilla gracilis var. flabelliformis"
"14772","Polemoniaceae","Leptosiphon nuttallii ssp. nuttallii"
"14814","Cyperaceae","Carex hystericina"
"14816","Orobanchaceae","Pedicularis parryi var. purpurea"
"14891","Asteraceae","Solidago nana"
"14893","Boraginaceae","Lithospermum ruderale"
"14899","Polemoniaceae","Polemonium pulcherrimum var. pulcherrimum"
"14913","Rosaceae","Potentilla plattensis"
"14917","Violaceae","Viola macloskeyi var. pallens"
"14957","Fabaceae","Lupinus polyphyllus var. prunophilus"
"14971","Fabaceae","Vicia americana var. americana"
"14991","Rosaceae","Drymocallis arguta"
"15113","Boraginaceae","Phacelia hastata var. hastata"
"15120","Papaveraceae","Corydalis caseana ssp. brandegeei"
"15166","Asteraceae","Chrysothamnus viscidiflorus var. viscidiflorus"
"15170","Asteraceae","Symphyotrichum fendleri"
"15224","Gentianaceae","Gentianella amarella var. heterosepala"
"15273","Salicaceae","Salix boothii"
"15287","Cyperaceae","Carex praticola"
"15298","Caprifoliaceae","Valeriana acutiloba var. pubicarpa"
"15318","Apocynaceae","Asclepias speciosa"
"15320","Lamiaceae","Agastache urticifolia var. urticifolia"
"15407","Cyperaceae","Carex vesicaria"
"15429","Asteraceae","Erigeron lonchophyllus"
"15743","Portulacaceae","Montia chamissoi"
"15755","Caryophyllaceae","Stellaria longifolia"
"15770","Asteraceae","Senecio integerrimus var. integerrimus"
"15892","Apiaceae","Angelica pinnata"
"15929","Ranunculaceae","Clematis columbiana var. columbiana"
"15932","Santalaceae","Comandra umbellata var. pallida"
"15946","Rosaceae","Amelanchier alnifolia var. pumila"
"16004","Plantaginaceae","Penstemon rydbergii var. rydbergii"
"16087","Pinaceae","Picea engelmannii × Picea pungens"
"16176","Crassulaceae","Sedum integrifolium ssp. integrifolium"
"16409","Asteraceae","Heterotheca villosa var. villosa"
"16412","Asteraceae","Pyrrocoma clementis"
"16582","Brassicaceae","Descurainia incisa var. incisa"
"16608","Asteraceae","Antennaria marginata"
"16627","Papaveraceae","Corydalis aurea var. aurea"
"16640","Asteraceae","Erigeron speciosus"
"16658","Fabaceae","Thermopsis montana var. divaricarpa"
"16680","Cyperaceae","Carex epapillosa"
"16687","Brassicaceae","Rorippa palustris var. hispida"
"16998","Dryopteridaceae","Woodsia oregana var. cathcartiana"
"17094","Brassicaceae","Boechera perennans"
"17152","Rubiaceae","Galium trifidum var. trifidum"
"17204","Brassicaceae","Boechera oxylobula"
"17205","Caprifoliaceae","Linnaea borealis var. longiflora"
"17214","Orchidaceae","Platanthera huronensis"
"17226","Poaceae","Festuca rubra ssp. rubra"
"17251","Cyperaceae","Carex macloviana"
"17317","Caryophyllaceae","Cerastium fontanum ssp. vulgare"
"17369","Asteraceae","Taraxacum scopulorum"
"17382","Rosaceae","Potentilla hyparctica"
"17421","Asteraceae","Artemisia michauxiana"
"17476","Fabaceae","Oxytropis parryi"
"17638","Asteraceae","Artemisia campestris var. pacifica"
"17648","Orobanchaceae","Orthocarpus luteus"
"17684","Asteraceae","Chaenactis douglasii"
"17687","Asteraceae","Symphyotrichum ascendens"
"17693","Poaceae","Elymus elymoides var. elymoides"
"18256","Asteraceae","Crepis runcinata var. runcinata"
"18454","Fabaceae","Lupinus argenteus var. argophyllus"
"18780","Asteraceae","Packera oödes"
"18787","Plantaginaceae","Penstemon procerus"
"18790","Asteraceae","Arnica fulgens"
"18794","Asteraceae","Erigeron glabellus"
"18821","Brassicaceae","Erysimum asperum"
"18849","Asteraceae","Arnica gracilis"
"19042","Poaceae","Piptatherum exiguum"
"19071","Asteraceae","Cirsium clavatum var. americanum"
"19080","Plantaginaceae","Penstemon saxosorum"
"19224","Pinaceae","Abies bifolia"
"19337","Polygonaceae","Polygonum polygaloides ssp. kelloggii"
"19386","Onagraceae","Chamerion angustifolium var. angustifolium"
"19414","Juncaceae","Juncus confusus"
"19566","Brassicaceae","Cardamine oligosperma var. oligosperma"
"19638","Polygonaceae","Eriogonum umbellatum var. umbellatum"
"19665","Onagraceae","Gayophytum decipiens"
"19763","Rosaceae","Potentilla pensylvanica"
"19766","Amaranthaceae","Chenopodium capitatum var. capitatum"
"19843","Rosaceae","Potentilla gracilis var. pulcherrima × Potentilla hippiana var. hippiana"
"19911","Plantaginaceae","Penstemon radicosus"
"19912","Asteraceae","Diplactis alpinus ssp. vierhapperi"
"19982","Cyperaceae","Carex fuliginosa"
"20097","Poaceae","Festuca earlei"
"20142","Cyperaceae","Carex scirpoidea var. pseudoscirpoidea"
"20182","Potamogetonaceae","Stuckenia filiformis ssp. alpina"
"20275","Cyperaceae","Carex scirpoidea var. scirpoidea"
"20437","Orchidaceae","Platanthera dilatata var. dilatata"
"20455","Poaceae","Bromus pumpellianus"
"20681","Cyperaceae","Carex geophila"
"20821","Cyperaceae","Carex paupercula"
"20858","Cyperaceae","Carex oederi var. recterostrata"
"20875","Cyperaceae","Carex brevior"
"20896","Plantaginaceae","Penstemon crandallii var. procumbens"
"20934","Polemoniaceae","Ipomopsis spicata ssp. capitata"
"20980","Salicaceae","Salix brachycarpa > Salix glauca"
"21015","Polemoniaceae","Ipomopsis aggregata ssp. attenuata"
"21105","Primulaceae","Androsace chamaejasme ssp. lehmanniana"
"21128","Rosaceae","Chamaerhodos erecta"
"21183","Rosaceae","Petrophyton caespitosum"
"21200","Polygonaceae","Persicaria punctata"
"21204","Polygonaceae","Polygonum minimum"
"21243","Rosaceae","Geum triflorum var. triflorum"
"21338","Lamiaceae","Agastache pallidiflora var. pallidiflora"
"21341","Scrophulariaceae","Scrophularia lanceolata"
"21344","Onagraceae","Epilobium ciliatum var. ciliatum"
"21358","Plantaginaceae","Plantago lanceolata"
"21452","Plantaginaceae","Penstemon glaber var. alpinus"
"21453","Plantaginaceae","Penstemon virens"
"21527","Plantaginaceae","Penstemon teucrioides"
"21573","Plantaginaceae","Linaria vulgaris"
"21611","Saxifragaceae","Saxifraga rivularis var. debilis"
"21706","Polemoniaceae","Aliciella sedifolia"
"21759","Polemoniaceae","Ipomopsis congesta var. frutescens"
"21879","Violaceae","Viola praemorsa"
"21972","Asteraceae","Ericameria parryi var. parryi"
"21983","Brassicaceae","Eutrema edwardsii"
"21989","Brassicaceae","Draba oligosperma var. oligosperma"
"22006","Asteraceae","Hymenoxys richardsonii var. floribunda"
"22054","Asteraceae","Packera pseudaurea var. pseudaurea"
"22071","Asteraceae","Prenanthes racemosa"
"22084","Brassicaceae","Descurainia pinnata var. brachycarpa"
"22190","Fabaceae","Oxytropis lambertii var. bigelovii"
"22266","Asteraceae","Mulgedium pulchellum"
"22312","Ericaceae","Rhododendron albiflorum var. warrenii"
"22357","Apocynaceae","Asclepias hallii"
"22363","Cornaceae","Cornus sericea var. sericea"
"22371","Asteraceae","Amauriopsis dissecta"
"22382","Adoxaceae","Sambucus racemosa var. pubens"
"22658","Apiaceae","Cymopterus humilis"
"22820","Asteraceae","Symphyotrichum foliaceum var. canbyi"
"22867","Fabaceae","Astragalus kentrophyta var. tegetarius"
"22876","Caprifoliaceae","Symphoricarpos oreophilus var. oreophilus"
"23038","Brassicaceae","Halimolobos virgata"
"23057","Brassicaceae","Barbarea vulgaris"
"23058","Brassicaceae","Brassica rapa"
"23065","Asteraceae","Hieracium albiflorum"
"23095","Dryopteridaceae","Athyrium alpestre var. americanum"
"23195","Typhaceae","Sparganium angustifolium"
"23197","Cyperaceae","Carex leporinella"
"23377","Fabaceae","Vicia americana var. minor"
"23418","Poaceae","Poa alpina var. alpina"
"23445","Iridaceae","Sisyrinchium idahoense var. occidentale"
"23517","Lentibulariaceae","Utricularia intermedia"
"23519","Caryophyllaceae","Dianthus armeria ssp. armeria"
"23635","Poaceae","Poa trivialis"
"23666","Asteraceae","Solidago simplex"
"23674","Asteraceae","Helianthus pumilus"
"23688","Plantaginaceae","Penstemon griffinii"
"23865","Poaceae","Achnatherum nelsonii ssp. nelsonii"
"23916","Cyperaceae","Carex stenoptila"
"24090","Fabaceae","Lupinus argenteus var. fulvomaculatus"
"24208","Asteraceae","Townsendia eximia"
"24233","Sapindaceae","Acer glabrum var. glabrum"
"24388","Rosaceae","Drymocallis glabrata"
"24598","Poaceae","Poa fendleriana ssp. fendleriana"
"24608","Poaceae","Poa glauca var. glauca"
"24629","Crassulaceae","Sedum integrifolium ssp. procerum"
"24871","Melanthiaceae","Veratrum californicum var. californicum"
"24873","Apiaceae","Heracleum maximum"
"24875","Orobanchaceae","Castilleja miniata"
