"ID","Family.Name","scientificName"
"1",21,"Pinaceae","Abies arizonica"
"10",22,"Pinaceae","Abies bifolia"
"25",14,"Pinaceae","Abies concolor"
"28",14,"Pinaceae","Abies concolor var. concolor"
"29",20,"Pinaceae","Abies lasiocarpa"
"43",21,"Pinaceae","Abies lasiocarpa var. arizonica"
"45",22,"Pinaceae","Abies lasiocarpa var. lasiocarpa"
"47",35413,"Acarosporaceae","Acarospora chlorophana"
"48",469,"Aceraceae","Acer glabrum"
"49",472,"Sapindaceae","Acer glabrum var. glabrum"
"50",39698,"Polygonaceae","Acetosella paucifolia"
"51",544,"Asteraceae","Achillea lanulosa"
"75",535,"Asteraceae","Achillea lanulosa ssp. alpicola"
"76",535,"Asteraceae","Achillea lanulosa var. alpicola"
"80",534,"Asteraceae","Achillea millefolium"
"215",544,"Asteraceae","Achillea millefolium var. lanulosa"
"225",544,"Asteraceae","Achillea millefolium var. occidentalis"
"241",579,"Poaceae","Achnatherum lettermanii"
"266",581,"Poaceae","Achnatherum nelsonii"
"267",582,"Poaceae","Achnatherum nelsonii ssp. dorei"
"270",583,"Poaceae","Achnatherum nelsonii ssp. nelsonii"
"272",587,"Poaceae","Achnatherum occidentale ssp. occidentale"
"274",594,"Poaceae","Achnatherum pinetorum"
"275",20254,"Rosaceae","Acomastylis rossii"
"282",20255,"Rosaceae","Acomastylis rossii ssp. turbinata"
"293",656,"Ranunculaceae","Aconitum columbianum"
"297",656,"Helleboraceae","Aconitum columbianum"
"302",657,"Ranunculaceae","Aconitum columbianum ssp. columbianum"
"312",657,"Helleboraceae","Aconitum columbianum ssp. columbianum"
"357",727,"Ranunculaceae","Actaea rubra"
"366",728,"Ranunculaceae","Actaea rubra ssp. arguta"
"367",26381,"Linaceae","Adenolinum lewisii"
"370",832,"Adoxaceae","Adoxa moschatellina"
"412",993,"Lamiaceae","Agastache pallidiflora ssp. pallidiflora"
"413",1002,"Lamiaceae","Agastache urticifolia"
"414",1004,"Lamiaceae","Agastache urticifolia var. urticifolia"
"415",1117,"Asteraceae","Agoseris aurantiaca"
"465",1118,"Asteraceae","Agoseris aurantiaca var. aurantiaca"
"517",1119,"Asteraceae","Agoseris aurantiaca var. purpurea"
"554",1122,"Asteraceae","Agoseris glauca"
"613",1125,"Asteraceae","Agoseris glauca var. dasycephala"
"677",1126,"Asteraceae","Agoseris glauca var. glauca"
"681",1127,"Asteraceae","Agoseris glauca var. laciniata"
"682",1127,"Asteraceae","Agoseris parviflora"
"694",16369,"Poaceae","Agropyron scribneri"
"696",16383,"Poaceae","Agropyron trachycaulum"
"700",16382,"Poaceae","Agropyron trachycaulum var. glaucum"
"701",16297,"Poaceae","Agropyron trachycaulum var. latiglume"
"702",1190,"Poaceae","Agrostis borealis"
"703",1180,"Poaceae","Agrostis exarata"
"711",1186,"Poaceae","Agrostis humilis"
"724",1188,"Poaceae","Agrostis idahoensis"
"734",1190,"Poaceae","Agrostis mertensii"
"738",1199,"Poaceae","Agrostis scabra"
"786",1200,"Poaceae","Agrostis stolonifera"
"790",1186,"Poaceae","Agrostis thurberiana"
"794",1202,"Poaceae","Agrostis variabilis"
"806",1292,"Apiaceae","Aletes anisatus"
"808",1294,"Apiaceae","Aletes humilis"
"817",1326,"Polemoniaceae","Aliciella pinnatifida"
"829",1328,"Polemoniaceae","Aliciella sedifolia"
"832",1383,"Liliaceae","Allium brandegeei"
"833",1397,"Alliaceae","Allium cernuum"
"837",1397,"Liliaceae","Allium cernuum"
"840",1423,"Alliaceae","Allium geyeri"
"841",1423,"Liliaceae","Allium geyeri"
"894",1423,"Amaryllidaceae","Allium geyeri"
"917",1425,"Alliaceae","Allium geyeri var. geyeri"
"921",1425,"Liliaceae","Allium geyeri var. geyeri"
"944",1426,"Alliaceae","Allium geyeri var. tenerum"
"953",1426,"Liliaceae","Allium geyeri var. tenerum"
"955",1426,"Amaryllidaceae","Allium geyeri var. tenerum"
"963",1426,"Liliaceae","Allium rubrum"
"964",1426,"Alliaceae","Allium rubrum"
"968",1500,"Alliaceae","Allium textile"
"970",1568,"Betulaceae","Alnus incana var. occidentalis"
"971",1606,"Poaceae","Alopecurus aequalis"
"973",1607,"Poaceae","Alopecurus aequalis var. aequalis"
"983",1618,"Poaceae","Alopecurus alpinus"
"988",1609,"Poaceae","Alopecurus arundinaceus"
"989",1615,"Poaceae","Alopecurus geniculatus"
"990",1618,"Poaceae","Alopecurus magellanicus"
"994",1620,"Poaceae","Alopecurus pratensis"
"1002",29440,"Alsinaceae","Alsinanthe macrantha"
"1024",29461,"Alsinaceae","Alsinanthe stricta"
"1031",29461,"Alliaceae","Alsinanthe stricta"
"1033",1730,"Amaranthaceae","Amaranthus arenicola"
"1034",5265,"Asteraceae","Amauriopsis dissecta"
"1035",1798,"Asteraceae","Ambrosia acanthicarpa"
"1036",1819,"Asteraceae","Ambrosia linearis"
"1038",1821,"Asteraceae","Ambrosia psilostachya"
"1039",1829,"Rosaceae","Amelanchier alnifolia"
"1040",1830,"Rosaceae","Amelanchier alnifolia var. alnifolia"
"1042",1851,"Rosaceae","Amelanchier alnifolia var. pumila"
"1043",41304,"Crassulaceae","Amerosedum lanceolatum"
"1055",2043,"Asteraceae","Anaphalis margaritacea"
"1084",2134,"Primulaceae","Androsace chamaejasme"
"1098",2136,"Primulaceae","Androsace chamaejasme ssp. carinata"
"1108",2137,"Primulaceae","Androsace chamaejasme ssp. lehmanniana"
"1141",2136,"Primulaceae","Androsace chamaejasme var. carinata"
"1146",2143,"Primulaceae","Androsace septentrionalis"
"1365",2144,"Primulaceae","Androsace septentrionalis var. glandulosa"
"1366",2145,"Primulaceae","Androsace septentrionalis var. puberulenta"
"1368",2196,"Ranunculaceae","Anemonastrum narcissiflorum ssp. zephyrum"
"1377",2189,"Ranunculaceae","Anemone globosa"
"1380",2185,"Ranunculaceae","Anemone lithophila"
"1383",2188,"Ranunculaceae","Anemone multifida"
"1400",2189,"Ranunculaceae","Anemone multifida var. globosa"
"1405",2189,"Ranunculaceae","Anemone multifida var. hudsoniana"
"1408",2189,"Ranunculaceae","Anemone multifida var. multifida"
"1466",2193,"Ranunculaceae","Anemone narcissiflora"
"1511",2196,"Ranunculaceae","Anemone narcissiflora var. zephyra"
"1564",2201,"Ranunculaceae","Anemone parviflora"
"1582",37416,"Ranunculaceae","Anemone patens"
"1583",37415,"Ranunculaceae","Anemone patens var. multifida"
"1598",2196,"Ranunculaceae","Anemone zephyra"
"1601",2233,"Apiaceae","Angelica ampla"
"1602",2245,"Apiaceae","Angelica grayi"
"1770",2250,"Apiaceae","Angelica pinnata"
"1771",2349,"Asteraceae","Antennaria alpina"
"1777",2350,"Asteraceae","Antennaria anaphaloides"
"1802",2353,"Asteraceae","Antennaria aromatica"
"1803",2398,"Asteraceae","Antennaria concinna"
"1804",2356,"Asteraceae","Antennaria corymbosa"
"1846",2378,"Asteraceae","Antennaria marginata"
"1852",2379,"Asteraceae","Antennaria media"
"2018",2380,"Asteraceae","Antennaria microphylla"
"2048",2384,"Asteraceae","Antennaria neglecta"
"2049",2371,"Asteraceae","Antennaria obovata"
"2050",2389,"Asteraceae","Antennaria parvifolia"
"2091",2392,"Asteraceae","Antennaria pulcherrima"
"2111",2350,"Asteraceae","Antennaria pulcherrima ssp. anaphaloides"
"2112",2399,"Asteraceae","Antennaria pulvinata"
"2114",2396,"Asteraceae","Antennaria rosea"
"2257",2397,"Asteraceae","Antennaria rosea ssp. arida"
"2258",2401,"Asteraceae","Antennaria rosulata"
"2261",2406,"Asteraceae","Antennaria umbrinella"
"2361",2415,"Antheliaceae","Anthelia juratzkana"
"2364",22213,"Poaceae","Anthoxanthum hirtum"
"2372",47995,"Melanthiaceae","Anticlea elegans"
"2376",47995,"Liliaceae","Anticlea elegans"
"2395",2584,"Apocynaceae","Apocynum androsaemifolium"
"2396",2608,"Ranunculaceae","Aquilegia coerulea"
"2399",2608,"Helleboraceae","Aquilegia coerulea"
"2431",2610,"Ranunculaceae","Aquilegia coerulea var. coerulea"
"2554",2616,"Ranunculaceae","Aquilegia elegantula"
"2569",2635,"Helleboraceae","Aquilegia saximontana"
"2570",2635,"Ranunculaceae","Aquilegia saximontana"
"2580",2669,"Brassicaceae","Arabis demissa var. demissa"
"2581",2673,"Brassicaceae","Arabis drummondii"
"2596",2689,"Brassicaceae","Arabis glabra"
"2597",2713,"Brassicaceae","Arabis laevigata"
"2598",2717,"Brassicaceae","Arabis lemmonii"
"2603",2739,"Brassicaceae","Arabis oxylobula"
"2604",3023,"Ericaceae","Arctostaphylos uva-ursi"
"2625",3059,"Caryophyllaceae","Arenaria congesta"
"2631",3062,"Caryophyllaceae","Arenaria congesta var. congesta"
"2644",3074,"Caryophyllaceae","Arenaria fendleri"
"2678",3076,"Caryophyllaceae","Arenaria fendleri var. fendleri"
"2683",3083,"Caryophyllaceae","Arenaria hookeri"
"2684",3094,"Caryophyllaceae","Arenaria lanuginosa"
"2685",3098,"Caryophyllaceae","Arenaria lanuginosa ssp. saxosa"
"2686",29440,"Caryophyllaceae","Arenaria macrantha"
"2688",29452,"Caryophyllaceae","Arenaria obtusiloba"
"2713",3337,"Plumbaginaceae","Armeria maritima ssp. labradorica"
"2715",3337,"Plumbaginaceae","Armeria maritima var. labradorica"
"2716",3337,"Plumbaginaceae","Armeria maritima var. sibirica"
"2717",3337,"Limoniaceae","Armeria scabra"
"2718",3353,"Asteraceae","Arnica alpina"
"2720",3359,"Asteraceae","Arnica chamissonis"
"2722",3363,"Asteraceae","Arnica chamissonis ssp. foliosa"
"2723",3368,"Asteraceae","Arnica cordifolia"
"2847",3375,"Asteraceae","Arnica fulgens"
"2848",3376,"Asteraceae","Arnica gracilis"
"2850",3378,"Asteraceae","Arnica latifolia"
"2895",3383,"Asteraceae","Arnica longifolia"
"2902",3385,"Asteraceae","Arnica mollis"
"3099",3389,"Asteraceae","Arnica parryi"
"3155",3390,"Asteraceae","Arnica parryi ssp. parryi"
"3166",3392,"Asteraceae","Arnica rydbergii"
"3221",3426,"Asteraceae","Artemisia absinthium"
"3222",3435,"Asteraceae","Artemisia arctica"
"3247",3436,"Asteraceae","Artemisia arctica ssp. arctica"
"3250",3436,"Asteraceae","Artemisia arctica ssp. saxicola"
"3254",3442,"Asteraceae","Artemisia biennis"
"3255",3449,"Asteraceae","Artemisia borealis"
"3265",3449,"Asteraceae","Artemisia borealis ssp. purshii"
"3266",3447,"Asteraceae","Artemisia campestris"
"3272",3448,"Asteraceae","Artemisia campestris ssp. borealis"
"3276",3451,"Asteraceae","Artemisia campestris var. pacifica"
"3280",3465,"Asteraceae","Artemisia dracunculus"
"3284",3467,"Asteraceae","Artemisia franserioides"
"3289",3468,"Asteraceae","Artemisia frigida"
"3299",3481,"Asteraceae","Artemisia laciniata"
"3301",3484,"Asteraceae","Artemisia ludoviciana"
"3304",3488,"Asteraceae","Artemisia ludoviciana ssp. incompta"
"3305",3488,"Asteraceae","Artemisia ludoviciana var. incompta"
"3306",3496,"Asteraceae","Artemisia michauxiana"
"3315",3498,"Asteraceae","Artemisia norvegica"
"3316",3436,"Asteraceae","Artemisia norvegica var. saxatilis"
"3361",3504,"Asteraceae","Artemisia parryi"
"3370",3505,"Asteraceae","Artemisia pattersonii"
"3387",3505,"Fabaceae","Artemisia pattersonii"
"3390",3515,"Asteraceae","Artemisia scopulorum"
"3402",3515,"Fabaceae","Artemisia scopulorum"
"3665",3529,"Asteraceae","Artemisia spiciformis"
"3666",3526,"Asteraceae","Artemisia tridentata"
"3669",3529,"Asteraceae","Artemisia tridentata ssp. spiciformis"
"3670",3582,"Arthoniaceae","Arthonia glebosa"
"3671",3771,"Asclepiadaceae","Asclepias arenaria"
"3672",3797,"Apocynaceae","Asclepias hallii"
"3673",3834,"Apocynaceae","Asclepias speciosa"
"3674",3838,"Asclepiadaceae","Asclepias subverticillata"
"3675",12586,"Asteraceae","Askellia nana"
"3685",4043,"Aspleniaceae","Asplenium septentrionale"
"3686",4054,"Aspleniaceae","Asplenium trichomanes-ramosum"
"3689",4069,"Asteraceae","Aster alpinus"
"3696",4072,"Asteraceae","Aster alpinus var. vierhapperi"
"3699",18475,"Asteraceae","Aster engelmannii"
"3700",43986,"Asteraceae","Aster foliaceus"
"3721",44007,"Asteraceae","Aster lanceolatus ssp. hesperius"
"3722",4445,"Fabaceae","Astragalus adsurgens"
"3723",4129,"Fabaceae","Astragalus agrestis"
"3724",4137,"Fabaceae","Astragalus alpinus"
"3745",4138,"Fabaceae","Astragalus alpinus var. alpinus"
"3805",4183,"Fabaceae","Astragalus australis"
"3814",4183,"Fabaceae","Astragalus australis var. glabriusculus"
"3817",4201,"Fabaceae","Astragalus bodinii"
"3819",4248,"Fabaceae","Astragalus cicer"
"3821",4522,"Fabaceae","Astragalus decumbens"
"3822",4356,"Fabaceae","Astragalus eucosmus"
"3825",4359,"Fabaceae","Astragalus falcatus"
"3826",4365,"Fabaceae","Astragalus flexuosus var. flexuosus"
"3827",4387,"Fabaceae","Astragalus gracilis"
"3828",4391,"Fabaceae","Astragalus hallii"
"3829",4393,"Fabaceae","Astragalus hallii var. hallii"
"3833",4430,"Fabaceae","Astragalus kentrophyta"
"3835",4438,"Fabaceae","Astragalus kentrophyta var. tegetarius"
"3836",4445,"Fabaceae","Astragalus laxmannii var. robustior"
"3837",4520,"Fabaceae","Astragalus miser"
"3841",4525,"Fabaceae","Astragalus miser var. oblongifolius"
"3846",4548,"Fabaceae","Astragalus molybdenus"
"3898",4739,"Fabaceae","Astragalus multiflorus"
"3899",4610,"Fabaceae","Astragalus parryi"
"3901",4636,"Fabaceae","Astragalus recedens"
"3902",4681,"Fabaceae","Astragalus robbinsii"
"3915",4686,"Fabaceae","Astragalus robbinsii var. minor"
"3935",4699,"Fabaceae","Astragalus scopulorum"
"3941",4739,"Fabaceae","Astragalus tenellus"
"3959",4863,"Dryopteridaceae","Athyrium alpestre var. americanum"
"3961",4863,"Dryopteridaceae","Athyrium americanum"
"3963",4864,"Dryopteridaceae","Athyrium filix-femina"
"3965",4865,"Woodsiaceae","Athyrium filix-femina ssp. angustum"
"3968",5039,"Aulacomniaceae","Aulacomnium palustre"
"3969",5039,"","Aulacomnium palustre"
"3971",5039,"","Aulacomnium palustre var. imbricatum"
"3973",5087,"Poaceae","Avena hookeri"
"3974",5087,"Poaceae","Avenula hookeri"
"3983",5382,"Brassicaceae","Barbarea orthoceras"
"3984",5384,"Brassicaceae","Barbarea vulgaris"
"3985",5396,"Jungermanniaceae","Barbilophozia hatcheri"
"3988",5399,"Jungermanniaceae","Barbilophozia lycopodioides"
"3991",5444,"Bartramiaceae","Bartramia ithyphylla"
"3992",5519,"Poaceae","Beckmannia syzigachne"
"3996",28027,"Berberidaceae","Berberis repens"
"4001",5603,"Scrophulariaceae","Besseya alpina"
"4002",5603,"Plantaginaceae","Besseya alpina"
"4171",5607,"Plantaginaceae","Besseya plantaginea"
"4172",5607,"Scrophulariaceae","Besseya plantaginea"
"4177",5608,"Plantaginaceae","Besseya ritteriana"
"4178",5608,"Scrophulariaceae","Besseya ritteriana"
"4205",5639,"Betulaceae","Betula glandulosa"
"4226",35942,"Polygonaceae","Bistorta bistortoides"
"4511",36034,"Polygonaceae","Bistorta vivipara"
"4648",5840,"Poaceae","Blepharoneuron tricholepis"
"4661",5843,"Pseudolepicoleaceae","Blepharostoma trichophyllum"
"4662",2662,"Brassicaceae","Boechera crandallii"
"4663",2672,"Brassicaceae","Boechera divaricarpa"
"4667",2719,"Brassicaceae","Boechera drepanoloba"
"4668",2673,"Brassicaceae","Boechera drummondii"
"4693",2679,"Brassicaceae","Boechera fendleri"
"4694",2672,"Brassicaceae","Boechera grahamii"
"4697",2720,"Brassicaceae","Boechera lemmonii"
"4720",2722,"Brassicaceae","Boechera lignifera"
"4721",2739,"Brassicaceae","Boechera oxylobula"
"4725",2782,"Brassicaceae","Boechera pauciflora"
"4726",2746,"Brassicaceae","Boechera perennans"
"4727",2706,"Brassicaceae","Boechera retrofracta"
"4728",2680,"Brassicaceae","Boechera spatifolia"
"4731",2673,"Brassicaceae","Boechera stricta"
"4861",40930,"Cyperaceae","Bolboschoenus maritimus ssp. paludosus"
"4862",6017,"Ophioglossaceae","Botrychium echo"
"4898",6019,"Ophioglossaceae","Botrychium hesperium"
"4917",6021,"Ophioglossaceae","Botrychium lanceolatum"
"4928",6023,"Ophioglossaceae","Botrychium lanceolatum var. lanceolatum"
"4954",6024,"Ophioglossaceae","Botrychium lineare"
"4955",6025,"Ophioglossaceae","Botrychium lunaria"
"4990",6028,"Ophioglossaceae","Botrychium minganense"
"5018",6033,"Ophioglossaceae","Botrychium pallidum"
"5021",6036,"Ophioglossaceae","Botrychium pinnatum"
"5027",6041,"Ophioglossaceae","Botrychium simplex"
"5040",6153,"Brachytheciaceae","Brachythecium collinum"
"5042",6222,"Brassicaceae","Brassica rapa"
"5043",6237,"Brassicaceae","Braya glabella"
"5051",6238,"Brassicaceae","Braya glabella ssp. glabella"
"5053",30450,"Brassicaceae","Braya humilis"
"5078",30450,"Brassicaceae","Braya humilis ssp. ventosa"
"5081",6286,"Asteraceae","Brickellia grandiflora"
"5093",6388,"Poaceae","Bromopsis canadensis"
"5094",6410,"Poaceae","Bromopsis pumpelliana"
"5096",6389,"Poaceae","Bromopsis richardsonii"
"5097",6371,"Poaceae","Bromus anomalus"
"5100",6385,"Poaceae","Bromus carinatus"
"5107",6387,"Poaceae","Bromus ciliatus"
"5151",6388,"Poaceae","Bromus ciliatus var. ciliatus"
"5157",6401,"Poaceae","Bromus hordeaceus ssp. hordeaceus"
"5158",6404,"Poaceae","Bromus inermis"
"5176",6408,"Poaceae","Bromus inermis ssp. pumpellianus"
"5177",6415,"Poaceae","Bromus lanatipes"
"5180",6431,"Poaceae","Bromus polyanthus"
"5183",6434,"Poaceae","Bromus porteri"
"5197",6410,"Poaceae","Bromus pumpellianus"
"5202",6389,"Poaceae","Bromus richardsonii"
"5207",6592,"Bryaceae","Bryum algovicum var. rutheanum"
"5208",6598,"Bryaceae","Bryum argenteum"
"5209",6591,"Bryaceae","Bryum pendulum"
"5210",6934,"Poaceae","Calamagrostis canadensis"
"5251",6935,"Poaceae","Calamagrostis canadensis var. canadensis"
"5274",6955,"Poaceae","Calamagrostis montanensis"
"5276",6965,"Poaceae","Calamagrostis purpurascens"
"5364",6969,"Poaceae","Calamagrostis rubescens"
"5366",6970,"Poaceae","Calamagrostis scopulorum"
"5371",6972,"Poaceae","Calamagrostis stricta"
"5375",6973,"Poaceae","Calamagrostis stricta ssp. inexpansa"
"5376",6974,"Poaceae","Calamagrostis stricta ssp. stricta"
"5377",40417,"","Calliergon sarmentosum"
"5379",7081,"","Calliergon stramineum"
"5381",7134,"Plantaginaceae","Callitriche hermaphroditica"
"5382",7135,"Plantaginaceae","Callitriche heterophylla"
"5384",7137,"Callitrichaceae","Callitriche heterophylla var. heterophylla"
"5385",7143,"Callitrichaceae","Callitriche palustris"
"5387",7143,"Plantaginaceae","Callitriche palustris"
"5394",7143,"Callitrichaceae","Callitriche verna"
"5396",7143,"Plantaginaceae","Callitriche verna"
"5400",7188,"Liliaceae","Calochortus gunnisonii"
"5405",7188,"Calochortaceae","Calochortus gunnisonii"
"5412",7189,"Liliaceae","Calochortus gunnisonii var. gunnisonii"
"5420",7415,"Ranunculaceae","Caltha leptosepala"
"5446",7415,"Helleboraceae","Caltha leptosepala"
"5663",7417,"Ranunculaceae","Caltha leptosepala ssp. leptosepala"
"5664",7490,"Calypogeiaceae","Calypogeia suecica"
"5665",7729,"Campanulaceae","Campanula parryi"
"5671",7731,"Campanulaceae","Campanula parryi var. parryi"
"5682",7741,"Campanulaceae","Campanula rotundifolia"
"5823",7747,"Campanulaceae","Campanula uniflora"
"5881",7747,"Gentianaceae","Campanula uniflora"
"5898",7766,"","Campylium stellatum"
"5899",7798,"Dicranaceae","Campylopus schimperi"
"5900",7923,"Brassicaceae","Capsella bursa-pastoris"
"5902",7985,"Brassicaceae","Cardamine cordifolia"
"5955",7986,"Brassicaceae","Cardamine cordifolia var. cordifolia"
"6041",7987,"Brassicaceae","Cardamine cordifolia var. incana"
"6057",8017,"Brassicaceae","Cardamine oligosperma var. oligosperma"
